time,prediction
1669710708.170915,29904.0
1669710713.170915,29904.0
1669710718.170915,29904.0
1669710723.170915,-651.5900313780901
1669710728.170915,67522.69852223083
1669710733.170915,47474.35605663365
1669710738.170915,29347.0
1669710743.170915,29347.0
1669710748.170915,44660.964971197085
1669710753.170915,52169.52583290408
1669710758.170915,52499.796160729005
1669710763.170915,38804.33053608659
1669710768.170915,88214.54119337662
1669710773.170915,14526.91783242835
1669710778.170915,26792.569512121412
1669710783.170915,26031.154114471075
1669710788.170915,-59.82349620449221
1669710793.170915,30396.61959544429
1669710798.170915,26321.267885183785
1669710803.170915,13729.196200440536
1669710808.170915,25691.70845570151
1669710813.170915,107161.3081804547
1669710818.170915,61902.449865325645
1669710823.170915,33891.55627548192
1669710828.170915,0.010313044597666155
1669710833.170915,26596.77634343169
1669710838.170915,17017.69196488102
1669710843.170915,154332.20658416697
1669710848.170915,66558.93022373764
1669710853.170915,681.5528419681352
1669710858.170915,42887.441338497396
1669710863.170915,26800.103811836874
1669710868.170915,29504.07622321362
1669710873.170915,30278.618992904594
1669710878.170915,50883.206758480184
1669710883.170915,26655.683721046928
1669710888.170915,19481.79382137493
1669710893.170915,1.7826622850131173e-61
1669710898.170915,39702.61631987784
1669710903.170915,155.62492173655102
1669710908.170915,30306.931660952006
1669710913.170915,27883.62155988079
1669710918.170915,31774.26602307424
1669710923.170915,33843.368374118254
1669710928.170915,0.09460257157121117
1669710933.170915,286.2570624295149
1669710938.170915,27456.50083751546
1669710943.170915,22074.516976347393
1669710948.170915,7212.018486183561
1669710953.170915,4999.398361201542
1669710958.170915,21014.72983168104
1669710963.170915,3474.771134047031
1669710968.170915,29647.480338363344
1669710973.170915,18171.95714492687
1669710978.170915,17595.46757961542
1669710983.170915,2950.5594505461263
1669710988.170915,4930.759881623667
1669710993.170915,26061.351583952917
1669710998.170915,20870.38092734066
1669711003.170915,55867.99469595598
1669711008.170915,25716.13976987962
1669711013.170915,0.12065875830119233
1669711018.170915,8335.745027532721
1669711023.170915,152268.76251463545
1669711028.170915,5.198299239388495
1669711033.170915,29292.782337746256
1669711038.170915,8283.142570268172
1669711043.170915,867.7856908532893
